latitude,longitude,room_type,minimum_nights,availability_365,price
40.7928,-73.93967,0.0,3.0,339.0,50
40.68978,-73.93751,1.0,2.0,131.0,74
40.66292,-73.76711,1.0,1.0,300.0,75
40.72373,-74.00552,1.0,2.0,164.0,450
40.63894,-74.08069,0.0,1.0,365.0,100
40.66506,-73.95177,1.0,2.0,2.0,185
40.73018,-73.97981,0.0,60.0,147.0,60
40.7289,-74.00059,0.0,7.0,0.0,70
40.73328,-73.9859,0.0,3.0,0.0,90
40.70296,-73.92662,1.0,5.0,18.0,125
40.63573,-74.0772,0.0,2.0,316.0,48
40.74125,-73.98862,1.0,7.0,0.0,350
40.72603,-73.97717,1.0,3.0,0.0,199
40.68375,-73.87065,0.0,28.0,326.0,35
40.83713,-73.94827,0.0,3.0,87.0,65
40.79949,-73.93531,1.0,7.0,3.0,149
40.71886,-73.95695,0.0,2.0,0.0,100
40.7077,-73.94029,1.0,4.0,3.0,90
40.75704,-73.92135,0.0,1.0,95.0,60
40.6784,-73.98447,0.0,1.0,363.0,129
40.75055,-73.88366,0.0,14.0,0.0,89
40.6804,-73.93183,1.0,7.0,77.0,105
40.69485,-73.96254,1.0,2.0,0.0,150
40.74493,-73.97743,1.0,3.0,0.0,275
40.87206,-73.92946,0.0,4.0,157.0,59
40.69688,-73.93396,0.0,2.0,36.0,69
40.70149,-73.92768,1.0,7.0,55.0,177
40.69279,-73.94654,0.0,10.0,359.0,50
40.64644,-74.01057,0.0,1.0,31.0,47
40.67138,-73.97772,1.0,3.0,48.0,190
40.76908,-73.90873,1.0,3.0,0.0,95
40.6863,-73.96765,0.0,4.0,365.0,135
40.70327,-73.76785,0.0,1.0,180.0,85
40.73136,-73.95447,2.0,1.0,180.0,119
40.77572,-73.9339,1.0,5.0,0.0,150
40.82605,-73.94219,0.0,3.0,246.0,55
40.65872,-73.90951,0.0,4.0,66.0,29
40.78931,-73.9752,1.0,5.0,25.0,200
40.69289,-73.92312,0.0,1.0,0.0,35
40.68671,-73.7759,1.0,1.0,135.0,46
40.62317,-74.02535,0.0,1.0,0.0,55
40.80495,-73.96439,0.0,60.0,72.0,50
40.77743,-73.94977,1.0,31.0,338.0,140
40.72696,-73.97433,0.0,2.0,303.0,75
40.74053,-73.97906,1.0,30.0,312.0,133
40.68652,-73.91212,1.0,2.0,140.0,99
40.70525,-73.93281,0.0,1.0,0.0,80
40.6792,-73.90937,1.0,10.0,349.0,75
40.70788,-73.9511,0.0,3.0,0.0,65
40.69399,-73.95269,1.0,5.0,0.0,125
40.68793,-73.84975,0.0,1.0,121.0,42
40.79485,-73.94868,1.0,7.0,64.0,165
40.7139,-73.94628,0.0,3.0,0.0,41
40.77594,-73.94818,1.0,3.0,132.0,200
40.6559,-73.95443,0.0,1.0,0.0,65
40.69878,-73.94607,0.0,5.0,0.0,50
40.85961,-73.86361,0.0,3.0,0.0,49
40.70949,-74.01438,1.0,30.0,81.0,250
40.67835,-73.97074,1.0,2.0,105.0,125
40.85183,-73.94022,1.0,1.0,0.0,120
40.83256,-73.9444,1.0,4.0,17.0,96
40.70279,-73.9289,0.0,7.0,89.0,31
40.67519,-73.87372,0.0,2.0,1.0,50
40.71371,-73.95189,0.0,4.0,61.0,40
40.68309,-73.92298,0.0,3.0,0.0,47
40.68768,-73.93076,0.0,30.0,311.0,42
40.69667,-73.90806,1.0,2.0,0.0,120
40.6947,-73.94319,0.0,3.0,69.0,85
40.69508,-73.94856,0.0,2.0,38.0,58
40.71337,-73.9642,0.0,8.0,0.0,85
40.84353,-73.94072,0.0,180.0,90.0,50
40.74661,-73.97195,0.0,7.0,8.0,90
40.68614,-73.99082,1.0,4.0,0.0,150
40.68817,-73.95479,0.0,2.0,189.0,200
40.76352,-73.9831,1.0,2.0,263.0,199
40.7263,-73.98432,0.0,1.0,0.0,120
40.71714,-73.99815,0.0,2.0,12.0,80
40.68543,-73.97622,0.0,4.0,88.0,90
40.70293,-73.90771,1.0,7.0,0.0,130
40.68193,-73.97807,1.0,5.0,0.0,150
40.7385,-73.91993,0.0,1.0,323.0,50
40.81589,-73.9446,0.0,2.0,0.0,36
40.73159,-73.95048,0.0,2.0,278.0,85
40.69995,-73.91802,0.0,5.0,0.0,35
40.7647,-73.98853,2.0,1.0,361.0,75
40.66723,-73.98043,1.0,2.0,58.0,100
40.69295,-73.93537,0.0,1.0,0.0,70
40.76377,-73.98103,0.0,3.0,0.0,400
40.71153,-73.94557,1.0,2.0,179.0,104
40.77126,-73.92088,0.0,1.0,73.0,60
40.74595,-73.98439,1.0,1.0,125.0,250
40.75143,-73.96973,1.0,120.0,184.0,1100
40.72085,-73.79179,1.0,2.0,19.0,65
40.81785,-73.93989,1.0,30.0,0.0,54
40.72275,-73.97598,1.0,2.0,63.0,175
40.69246,-73.97171,0.0,4.0,0.0,55
40.68023,-73.94487,0.0,7.0,0.0,70
40.71512,-73.95655,0.0,2.0,34.0,80
40.70995,-73.96609,1.0,10.0,277.0,102
40.64811,-74.01366,1.0,30.0,101.0,88
40.72469,-73.99111,1.0,3.0,0.0,250
40.68411,-73.92079,1.0,3.0,0.0,99
40.77724,-73.98109,1.0,3.0,0.0,200
40.65877,-73.98974,0.0,3.0,0.0,60
40.76,-73.98377,1.0,1.0,272.0,212
40.68592,-73.92695,1.0,31.0,155.0,120
40.82516,-73.95288,0.0,1.0,0.0,40
40.77516,-73.9555,2.0,1.0,0.0,80
40.72188,-73.9826,0.0,3.0,0.0,99
40.68624,-73.9144,1.0,30.0,317.0,80
40.75085,-73.7854,1.0,2.0,359.0,114
40.80968,-73.94425,0.0,1.0,123.0,99
40.76871,-73.91839,1.0,1.0,297.0,169
40.69263,-73.95583,0.0,2.0,308.0,49
40.79334,-73.96388,0.0,6.0,0.0,132
40.73649,-73.99237,1.0,10.0,0.0,200
40.79096,-73.97582,0.0,1.0,24.0,86
40.6831,-73.84438,1.0,4.0,140.0,110
40.69122,-73.94377,1.0,2.0,8.0,165
40.79155,-73.97477,1.0,30.0,341.0,191
40.73736,-73.98025,1.0,5.0,0.0,120
40.6467,-73.99679,0.0,2.0,0.0,49
40.82267,-73.95044,1.0,3.0,0.0,80
40.70236,-73.92232,1.0,5.0,0.0,185
40.74238,-73.98439,1.0,2.0,0.0,91
40.70818,-73.92202,0.0,1.0,329.0,69
40.76406,-73.90769,1.0,1.0,211.0,99
40.73716,-73.98835,1.0,2.0,1.0,150
40.81908,-73.94776,0.0,1.0,287.0,65
40.67677,-73.94804,0.0,2.0,354.0,60
40.74538,-73.92139,1.0,2.0,0.0,115
40.70024,-73.92055,1.0,3.0,20.0,115
40.77771,-73.98023,1.0,5.0,0.0,145
40.73692,-73.91967,0.0,1.0,297.0,89
40.76941,-73.98162,1.0,30.0,280.0,180
40.77667,-73.97945,1.0,30.0,337.0,580
40.76326,-73.98582,1.0,2.0,229.0,179
40.83089,-73.94125,0.0,3.0,0.0,49
40.66831,-73.98604,0.0,2.0,20.0,99
40.73897,-74.0018,1.0,5.0,41.0,179
40.68355,-73.90701,0.0,1.0,88.0,150
40.69208,-73.90452,2.0,30.0,334.0,29
40.79182,-73.96564,1.0,31.0,342.0,200
40.79108,-73.94642,0.0,2.0,0.0,94
40.68013,-73.74734,0.0,1.0,180.0,180
40.68889,-73.97632,0.0,6.0,29.0,130
40.71241,-73.99458,0.0,1.0,356.0,85
40.85115,-73.93223,0.0,1.0,160.0,150
40.71748,-73.95685,0.0,6.0,0.0,50
40.76494,-73.97822,0.0,1.0,364.0,300
40.71078,-74.00995,0.0,3.0,352.0,160
40.66925,-73.92663,0.0,2.0,64.0,65
40.77594,-73.91786,1.0,3.0,6.0,95
40.83088,-73.945,1.0,47.0,188.0,77
40.75499,-73.78902,0.0,1.0,299.0,90
40.76234,-73.98947,1.0,30.0,0.0,199
40.67395,-73.95682,1.0,3.0,0.0,135
40.75544,-73.96452,1.0,2.0,117.0,195
40.76071,-73.99188,0.0,3.0,0.0,125
40.76205,-73.982,1.0,30.0,0.0,165
40.71894,-73.99205,0.0,3.0,99.0,120
40.72448,-73.99247,1.0,3.0,14.0,400
40.68663,-73.9379,1.0,3.0,342.0,155
40.73506,-73.954,1.0,11.0,15.0,150
40.58344,-73.81456,1.0,1.0,124.0,200
40.86958,-73.84872,0.0,2.0,90.0,38
40.86665,-73.92695,1.0,2.0,0.0,175
40.79052,-73.94838,1.0,29.0,0.0,120
40.70956,-74.01341,1.0,7.0,0.0,160
40.72986,-74.00465,0.0,2.0,0.0,100
40.72684,-73.98938,1.0,2.0,0.0,123
40.70796,-73.92412,0.0,2.0,73.0,78
40.82765,-73.95012,0.0,3.0,70.0,80
40.71616,-73.95552,0.0,2.0,159.0,130
40.7208,-73.9819,0.0,5.0,157.0,75
40.73737,-73.99475,1.0,1.0,0.0,225
40.76213,-73.94889,0.0,2.0,0.0,45
40.69653,-73.97439,1.0,2.0,0.0,136
40.85147,-73.93771,1.0,2.0,0.0,125
40.71134,-73.96059,1.0,3.0,28.0,200
40.7075,-74.01023,1.0,2.0,346.0,229
40.62864,-73.89265,1.0,2.0,305.0,225
40.75194,-73.99501,1.0,30.0,1.0,243
40.74451,-73.99236,1.0,30.0,350.0,270
40.74285,-73.99395,1.0,2.0,0.0,69
40.75999,-73.99274,1.0,30.0,363.0,175
40.65616,-73.95676,1.0,2.0,0.0,64
40.74595,-73.88691,0.0,1.0,65.0,69
40.76614,-73.98484,1.0,4.0,55.0,180
40.73269,-73.85284,1.0,2.0,86.0,165
40.74757,-73.98671,2.0,3.0,169.0,65
40.71811,-73.83368,0.0,4.0,35.0,59
40.76051,-73.99183,1.0,2.0,0.0,103
40.75368,-73.97358,0.0,2.0,333.0,198
40.82491,-73.94774,1.0,31.0,77.0,149
40.66531,-73.93887,0.0,1.0,56.0,35
40.66136,-73.98437,1.0,1.0,0.0,199
40.75851,-73.8203,1.0,1.0,55.0,98
40.72782,-73.99759,1.0,4.0,22.0,420
40.70744,-73.95417,1.0,6.0,239.0,125
40.8197,-73.95326,0.0,2.0,72.0,69
40.69073,-73.96762,1.0,3.0,211.0,135
40.72521,-74.00213,1.0,5.0,0.0,145
40.76125,-73.98167,1.0,3.0,3.0,400
40.76842,-73.90633,0.0,1.0,179.0,100
40.79155,-73.94141,0.0,3.0,90.0,85
40.6717,-73.93593,1.0,6.0,5.0,120
40.6453,-73.94669,1.0,93.0,89.0,85
40.78116,-73.98104,1.0,1.0,0.0,175
40.7154,-73.98301,1.0,2.0,97.0,585
40.68652,-73.95031,1.0,2.0,156.0,120
40.72008,-74.0043,1.0,1.0,37.0,1000
40.71544,-73.95075,1.0,2.0,0.0,280
40.75399,-73.99764,1.0,2.0,93.0,243
40.70489,-73.94112,1.0,6.0,0.0,110
40.74791,-73.97334,1.0,5.0,281.0,500
40.73006,-73.99981,1.0,4.0,0.0,200
40.75237,-73.97092,1.0,1.0,223.0,150
40.70582,-74.01111,1.0,2.0,284.0,248
40.71359,-73.94875,1.0,3.0,254.0,203
40.77509,-73.98159,1.0,3.0,5.0,187
40.72318,-74.00223,1.0,2.0,343.0,2250
40.71028,-74.00929,0.0,1.0,0.0,80
40.7331,-73.99923,0.0,5.0,137.0,90
40.74576,-73.98146,0.0,2.0,0.0,200
40.72401,-73.98061,0.0,5.0,0.0,75
40.71781,-73.99569,1.0,1.0,0.0,100
40.69544,-73.91012,0.0,1.0,130.0,46
40.76555,-73.95791,1.0,3.0,311.0,399
40.82682,-73.95142,0.0,6.0,0.0,50
40.6878,-73.98145,1.0,10.0,64.0,235
40.76226,-73.98537,1.0,3.0,83.0,175
40.70657,-73.82903,0.0,2.0,305.0,60
40.76108,-73.99358,0.0,1.0,27.0,100
40.74763,-73.9733,1.0,2.0,0.0,250
40.70914,-73.95236,1.0,3.0,0.0,160
40.7551,-73.99556,0.0,7.0,362.0,99
40.69399,-73.97153,0.0,2.0,0.0,75
40.69387,-73.93885,0.0,1.0,87.0,100
40.68982,-73.85379,1.0,2.0,311.0,65
40.75047,-73.96935,1.0,30.0,311.0,140
40.76247,-73.99294,0.0,4.0,21.0,240
40.70876,-73.96592,1.0,29.0,0.0,120
40.71458,-73.96169,0.0,5.0,124.0,65
40.71303,-73.9558,1.0,2.0,170.0,109
40.78958,-73.9794,1.0,1.0,346.0,165
40.69498,-73.90698,1.0,1.0,365.0,179
40.84166,-73.86818,1.0,5.0,363.0,425
40.76103,-73.97512,1.0,1.0,0.0,1200
40.69105,-73.95882,1.0,4.0,5.0,130
40.69244,-73.96626,0.0,3.0,0.0,45
40.76657,-73.98207,1.0,2.0,0.0,150
40.6883,-73.91383,0.0,5.0,0.0,65
40.7071,-73.86482,0.0,1.0,177.0,50
40.70612,-73.95549,1.0,1.0,297.0,99
40.66896,-73.97641,1.0,13.0,46.0,170
40.80602,-73.95627,1.0,3.0,0.0,250
40.76027,-73.98831,1.0,30.0,63.0,99
40.81577,-73.94711,0.0,2.0,0.0,60
40.68276,-74.00016,1.0,4.0,0.0,275
40.67841,-73.94353,1.0,5.0,35.0,180
40.70744,-73.94485,0.0,2.0,0.0,58
40.80475,-73.9491,1.0,30.0,213.0,108
40.70776,-73.95886,1.0,30.0,186.0,163
40.73597,-73.90072,0.0,1.0,188.0,70
40.67727,-73.90663,0.0,1.0,231.0,48
40.6376,-73.97386,0.0,1.0,0.0,97
40.79179,-73.96623,0.0,1.0,90.0,500
40.91306,-73.89389,0.0,1.0,175.0,40
40.72176,-73.99424,1.0,2.0,213.0,180
40.72545,-73.98212,1.0,2.0,0.0,200
40.711,-73.95701,1.0,2.0,0.0,300
40.64919,-73.9731,1.0,7.0,8.0,375
40.71336,-73.95865,1.0,5.0,327.0,150
40.70267,-73.98828,0.0,12.0,0.0,125
40.78587,-73.97468,0.0,5.0,0.0,100
40.62063,-73.9244,0.0,2.0,43.0,40
40.69574,-73.93111,1.0,5.0,38.0,85
40.72297,-73.9852,0.0,6.0,23.0,90
40.70751,-74.01184,1.0,2.0,331.0,231
40.82934,-73.94269,1.0,2.0,200.0,110
40.85589,-73.85825,0.0,5.0,343.0,85
40.74726,-73.94304,1.0,20.0,0.0,110
40.66162,-73.85598,1.0,1.0,365.0,200
40.71492,-73.94397,0.0,3.0,0.0,60
40.72268,-73.94163,1.0,10.0,42.0,160
40.76511,-73.99432,1.0,4.0,17.0,119
40.72781,-73.98398,0.0,2.0,363.0,99
40.71638,-73.95684,1.0,2.0,0.0,325
40.69946,-73.89079,0.0,1.0,256.0,35
40.68567,-73.95146,1.0,1.0,21.0,79
40.80098,-73.94261,1.0,3.0,308.0,180
40.65763,-73.96029,0.0,2.0,296.0,64
40.83428,-73.94738,0.0,2.0,198.0,75
40.6919,-73.93866,1.0,2.0,209.0,89
40.68996,-73.97855,1.0,3.0,258.0,450
40.76555,-73.98272,0.0,1.0,321.0,100
40.80889,-73.92028,1.0,3.0,6.0,125
40.76335,-73.87007,0.0,1.0,341.0,48
40.67471,-73.9616,1.0,3.0,19.0,85
40.63255,-73.90742,0.0,2.0,53.0,70
40.71691,-73.93953,1.0,2.0,0.0,200
40.84505,-73.93779,0.0,1.0,217.0,45
40.6769,-73.9513,0.0,2.0,0.0,75
40.66383,-73.764,0.0,2.0,357.0,44
40.73523,-73.98668,0.0,2.0,344.0,160
40.77053,-73.80067,0.0,30.0,335.0,54
40.68673,-73.91024,0.0,2.0,35.0,50
40.69491,-73.99355,1.0,3.0,0.0,160
40.7847,-73.97155,1.0,2.0,151.0,179
40.68577,-73.9928,1.0,2.0,0.0,450
40.71264,-73.94889,0.0,1.0,51.0,88
40.80257,-73.94693,1.0,5.0,12.0,399
40.79849,-73.93843,0.0,3.0,115.0,92
40.67634,-73.94133,0.0,30.0,365.0,55
40.73078,-74.0104,1.0,4.0,13.0,350
40.67679,-73.95639,1.0,4.0,342.0,225
40.71867,-73.98959,0.0,2.0,341.0,78
40.66863,-73.92169,0.0,9.0,12.0,44
40.68478,-73.92971,1.0,3.0,314.0,170
40.7604,-73.96451,1.0,2.0,78.0,150
40.81444,-73.92516,1.0,2.0,253.0,75
40.6935,-73.86837,1.0,3.0,8.0,145
40.77669,-73.94822,0.0,3.0,0.0,100
40.68525,-73.99837,1.0,2.0,22.0,200
40.76355,-73.98914,1.0,4.0,129.0,125
40.71333,-73.99419,1.0,2.0,231.0,300
40.73104,-73.99708,1.0,7.0,0.0,230
40.75861,-73.96359,1.0,30.0,149.0,241
40.72112,-73.96034,1.0,60.0,0.0,249
40.6854,-73.96741,1.0,7.0,0.0,150
40.72123,-73.98996,0.0,10.0,301.0,90
40.8222,-73.94323,1.0,2.0,54.0,199
40.66174,-73.95496,0.0,2.0,182.0,110
40.72634,-73.98267,1.0,3.0,0.0,225
40.71994,-73.98184,0.0,2.0,76.0,150
40.68994,-73.95908,0.0,3.0,0.0,60
40.77842,-73.97556,1.0,7.0,224.0,170
40.76024,-73.94091,0.0,3.0,0.0,61
40.88435,-73.90305,1.0,2.0,332.0,145
40.79551,-73.97221,0.0,1.0,360.0,120
40.71083,-73.96736,1.0,1.0,202.0,259
40.76112,-73.9619,1.0,30.0,298.0,150
40.74463,-73.9722,1.0,30.0,280.0,196
40.69309,-73.95921,0.0,3.0,0.0,100
40.7665,-73.91759,0.0,1.0,357.0,75
40.76106,-73.98694,1.0,2.0,0.0,170
40.70695,-73.94524,0.0,7.0,0.0,50
40.74848,-73.97884,0.0,30.0,228.0,118
40.68073,-73.97515,1.0,1.0,0.0,170
40.82411,-73.9509,1.0,2.0,0.0,98
40.75102,-73.97447,1.0,1.0,0.0,180
40.70913,-73.89486,0.0,30.0,324.0,34
40.77697,-73.95272,1.0,3.0,70.0,145
40.74766,-73.81942,0.0,1.0,363.0,60
40.65684,-73.96042,0.0,1.0,77.0,95
40.69503,-73.99475,1.0,8.0,207.0,125
40.68473,-73.97863,2.0,1.0,0.0,47
40.683,-73.93305,1.0,2.0,155.0,110
40.76329,-73.96235,1.0,7.0,11.0,250
40.68856,-73.91903,1.0,3.0,4.0,119
40.66372,-73.97793,1.0,6.0,13.0,195
40.75224,-73.81505,0.0,1.0,362.0,49
40.75512,-73.96826,1.0,4.0,0.0,150
40.7326,-73.95739,1.0,5.0,0.0,10000
40.74666,-73.97847,1.0,1.0,0.0,135
40.66886,-73.95412,1.0,50.0,312.0,150
40.74123,-73.97559,0.0,2.0,0.0,150
40.70569,-74.00929,1.0,29.0,284.0,190
40.72517,-73.98742,1.0,1.0,0.0,195
40.71168,-73.96338,1.0,3.0,0.0,99
40.68644,-73.9857,1.0,2.0,0.0,200
40.77791,-73.95362,1.0,3.0,273.0,180
40.71249,-73.84942,0.0,1.0,1.0,90
40.81961,-73.90019,1.0,5.0,266.0,40
40.72234,-73.99625,0.0,7.0,0.0,110
40.8787,-73.90098,0.0,30.0,155.0,35
40.74315,-73.98222,1.0,20.0,315.0,250
40.76633,-73.9875,1.0,4.0,0.0,150
40.73926,-73.98758,1.0,1.0,0.0,150
40.79461,-73.94111,0.0,1.0,208.0,90
40.76484,-73.98969,1.0,4.0,0.0,220
40.77162,-73.95808,1.0,1.0,0.0,150
40.74429,-73.97663,1.0,2.0,0.0,300
40.66039,-73.95937,0.0,7.0,332.0,92
40.79511,-73.8473,0.0,7.0,279.0,53
40.74823,-73.8084,0.0,1.0,355.0,65
40.75831,-73.9263,1.0,1.0,2.0,200
40.77851,-73.97645,0.0,4.0,115.0,77
40.68679,-73.9495,0.0,30.0,95.0,45
40.77431,-73.97883,1.0,5.0,4.0,185
40.76405,-73.98695,2.0,1.0,225.0,75
40.65757,-73.95015,0.0,1.0,0.0,35
40.72159,-73.98959,1.0,5.0,12.0,197
40.69533,-73.92053,0.0,2.0,244.0,109
40.70885,-73.95349,0.0,1.0,0.0,50
40.8272,-73.94137,0.0,1.0,0.0,80
40.69701,-73.97524,0.0,2.0,0.0,75
40.76508,-73.90935,1.0,14.0,0.0,65
40.74342,-73.99483,1.0,9.0,76.0,205
40.76571,-73.98312,1.0,30.0,352.0,239
40.71749,-73.99016,1.0,30.0,80.0,104
40.72345,-73.98407,2.0,1.0,0.0,350
40.71518,-73.94571,1.0,3.0,89.0,95
40.67427,-73.95042,1.0,2.0,41.0,300
40.64735,-73.97611,1.0,4.0,0.0,150
40.7974,-73.9354,0.0,4.0,0.0,40
40.74138,-73.99875,1.0,1.0,0.0,128
40.66959,-73.91204,0.0,3.0,365.0,120
40.76096,-73.95964,1.0,1.0,0.0,250
40.76996,-73.9576,1.0,2.0,1.0,138
40.79104,-73.93805,0.0,1.0,0.0,75
40.72861,-74.0049,1.0,5.0,286.0,199
40.67697,-73.97069,1.0,7.0,0.0,99
40.6792,-73.95358,0.0,10.0,0.0,40
40.76049,-73.81633,0.0,1.0,180.0,55
40.67958,-73.93687,1.0,3.0,275.0,125
40.71344,-73.95702,1.0,3.0,0.0,130
40.72508,-73.98335,1.0,1.0,0.0,250
40.77718,-73.91029,1.0,7.0,122.0,180
40.58862,-73.81276,1.0,2.0,97.0,150
40.73033,-73.98788,0.0,1.0,0.0,101
40.75575,-73.99374,0.0,2.0,133.0,175
40.6421,-73.96166,1.0,29.0,68.0,80
40.73545,-74.00686,1.0,2.0,189.0,195
40.74385,-73.91403,0.0,2.0,0.0,95
40.70867,-73.94799,1.0,2.0,0.0,180
40.71922,-73.94258,1.0,2.0,311.0,250
40.68274,-73.91856,1.0,3.0,0.0,97
40.72224,-73.99491,1.0,1.0,111.0,150
40.69488,-73.9589,0.0,12.0,0.0,45
40.75645,-73.91458,0.0,4.0,0.0,50
40.71741,-73.95656,1.0,2.0,249.0,275
40.67233,-73.77751,0.0,1.0,253.0,125
40.65308,-73.95109,1.0,2.0,153.0,100
40.75971,-73.99076,1.0,2.0,14.0,150
40.71722,-73.87856,1.0,30.0,240.0,98
40.75823,-73.96509,1.0,1.0,286.0,290
40.80245,-73.94426,0.0,3.0,365.0,96
40.72232,-73.98987,0.0,3.0,18.0,77
40.74858,-73.98341,2.0,1.0,0.0,62
40.78875,-73.9679,0.0,2.0,0.0,150
40.66563,-73.96118,1.0,90.0,0.0,85
40.80879,-73.94127,1.0,1.0,252.0,290
40.75315,-73.97339,1.0,2.0,0.0,350
40.67287,-73.9105,0.0,4.0,0.0,50
40.71825,-73.99019,1.0,4.0,13.0,150
40.69796,-73.93124,1.0,7.0,0.0,200
40.73627,-73.98952,1.0,3.0,66.0,290
40.85475,-73.93372,2.0,1.0,27.0,95
40.7783,-73.98807,1.0,12.0,34.0,172
40.6772,-73.94442,0.0,2.0,0.0,60
40.68053,-73.90879,0.0,1.0,240.0,63
40.63854,-73.95814,1.0,4.0,0.0,415
40.72985,-73.99938,0.0,8.0,10.0,106
40.72941,-74.00004,1.0,3.0,0.0,191
40.76026,-73.98747,0.0,1.0,358.0,359
40.71381,-73.95041,1.0,1.0,221.0,125
40.69207,-73.96021,0.0,5.0,0.0,60
40.79534,-73.96583,1.0,30.0,319.0,180
40.69212,-73.92521,0.0,1.0,33.0,40
40.69573,-73.91376,0.0,2.0,349.0,65
40.67619,-73.93866,0.0,1.0,0.0,28
40.77541,-73.95083,1.0,12.0,0.0,98
40.69042,-73.942,1.0,2.0,0.0,95
40.76994,-73.90659,0.0,1.0,89.0,105
40.68275,-73.96705,1.0,14.0,285.0,105
40.75982,-73.99066,1.0,4.0,1.0,205
40.76562,-73.98233,0.0,4.0,3.0,250
40.71778,-73.99801,0.0,3.0,0.0,91
40.82216,-73.9446,1.0,7.0,0.0,101
40.67505,-73.96711,1.0,2.0,0.0,175
40.76222,-73.9603,1.0,30.0,191.0,325
40.68177,-73.9389,1.0,2.0,109.0,200
40.80373,-73.9679,0.0,1.0,0.0,119
40.68678,-73.90629,1.0,2.0,15.0,75
40.75337,-73.97334,1.0,2.0,12.0,160
40.65295,-73.9463,0.0,7.0,120.0,42
40.65036,-73.96306,0.0,1.0,0.0,70
40.82287,-73.9518,0.0,7.0,0.0,38
40.73127,-73.98729,1.0,7.0,18.0,150
40.76566,-73.97873,1.0,1.0,0.0,400
40.72162,-73.98732,1.0,29.0,269.0,350
40.68846,-73.97567,0.0,2.0,288.0,115
40.84205,-73.93716,1.0,5.0,0.0,75
40.74652,-73.90738,1.0,4.0,271.0,289
40.7146,-73.98423,0.0,3.0,0.0,89
40.6886,-73.94153,0.0,2.0,319.0,79
40.67656,-73.9706,1.0,2.0,130.0,140
40.76723,-73.92317,0.0,3.0,0.0,80
40.79611,-73.94906,1.0,3.0,249.0,750
40.67864,-73.91413,0.0,1.0,12.0,55
40.7785,-73.91693,0.0,1.0,0.0,55
40.73258,-73.9819,1.0,10.0,33.0,300
40.81569,-73.94622,0.0,1.0,0.0,75
40.74035,-73.91663,0.0,7.0,0.0,60
40.7342,-73.95707,1.0,5.0,64.0,205
40.79369,-73.96539,1.0,4.0,0.0,150
40.75607,-73.9941,1.0,3.0,206.0,200
40.67856,-74.01584,1.0,3.0,6.0,100
40.70516,-73.91609,0.0,1.0,0.0,40
40.62908,-73.95965,0.0,7.0,87.0,68
40.72723,-73.98466,1.0,2.0,0.0,145
40.77576,-73.98883,1.0,30.0,281.0,290
40.76517,-73.95669,0.0,1.0,0.0,99
40.73055,-73.99146,1.0,3.0,0.0,128
40.71033,-73.9647,0.0,28.0,309.0,100
40.71374,-73.9627,1.0,3.0,193.0,160
40.68957,-73.97449,1.0,2.0,95.0,200
40.82437,-73.95027,0.0,1.0,83.0,85
40.75704,-73.96531,0.0,3.0,0.0,100
40.76296,-73.92571,0.0,2.0,164.0,75
40.67068,-73.91633,0.0,1.0,0.0,39
40.71753,-73.94946,0.0,2.0,0.0,48
40.81113,-73.94113,1.0,2.0,157.0,150
40.70981,-73.95343,1.0,3.0,0.0,175
40.80307,-73.946,1.0,5.0,0.0,169
40.67112,-73.94536,1.0,2.0,248.0,105
40.70665,-73.93529,1.0,3.0,171.0,218
40.70658,-73.9463,0.0,2.0,0.0,70
40.77865,-73.94858,1.0,2.0,0.0,175
40.69051,-73.98398,0.0,1.0,39.0,249
40.75837,-73.93429,1.0,3.0,353.0,250
40.72982,-73.98823,2.0,1.0,0.0,75
40.7602,-73.99868,1.0,30.0,176.0,304
40.76101,-73.99431,1.0,4.0,0.0,160
40.77998,-73.98462,1.0,2.0,2.0,130
40.73288,-73.97984,0.0,1.0,0.0,80
40.67164,-73.95326,0.0,15.0,67.0,40
40.74716,-73.97607,1.0,1.0,0.0,500
40.68076,-73.96415,1.0,1.0,95.0,150
40.68187,-73.97075,1.0,2.0,358.0,1750
40.69648,-73.98261,1.0,2.0,0.0,162
40.65868,-73.94992,1.0,2.0,234.0,200
40.73811,-74.00348,1.0,2.0,51.0,275
40.6216,-73.95315,0.0,10.0,322.0,60
40.71247,-73.94915,0.0,1.0,234.0,93
40.76011,-73.88833,1.0,2.0,341.0,149
40.72365,-73.95188,1.0,3.0,101.0,200
40.68586,-73.9501,0.0,30.0,245.0,60
40.7011,-73.90964,1.0,5.0,0.0,100
40.77547,-73.98154,1.0,4.0,0.0,225
40.67858,-73.93713,0.0,2.0,11.0,76
40.68917,-73.91549,0.0,1.0,0.0,49
40.69458,-73.94581,0.0,5.0,0.0,45
40.72728,-73.98256,1.0,4.0,0.0,225
40.76909,-73.95479,1.0,4.0,5.0,140
40.74174,-73.97878,0.0,7.0,0.0,115
40.7852,-73.9746,1.0,30.0,346.0,187
40.69596,-73.92712,0.0,4.0,0.0,39
40.79155,-73.94746,0.0,1.0,102.0,80
40.71474,-73.95662,1.0,2.0,303.0,200
40.75317,-73.93502,0.0,1.0,352.0,99
40.68619,-73.98719,0.0,4.0,0.0,105
40.71675,-73.95614,1.0,3.0,0.0,219
40.72987,-73.98283,0.0,3.0,0.0,100
40.7582,-73.91687,1.0,3.0,254.0,180
40.77383,-73.94903,1.0,60.0,155.0,150
40.73465,-74.00139,1.0,2.0,0.0,325
