neighbourhood_group,latitude,longitude,room_type,minimum_nights,availability_365,price
1,40.80403,-73.95427,1,6,280,148
1,40.72548,-73.9857,1,2,0,133
1,40.75519,-73.99331,1,1,0,160
1,40.72175,-73.98088,1,3,0,250
2,40.76088,-73.92233,0,1,183,95
1,40.79665,-73.94928,0,7,0,69
2,40.74284,-73.95755,1,6,0,180
1,40.80477,-73.95454,0,2,0,40
0,40.63836,-73.95698,0,1,0,85
0,40.70487,-73.92127,0,3,0,65
0,40.67324,-73.95157,0,1,0,55
1,40.72982,-73.98823,2,1,0,75
1,40.7887,-73.94736,1,3,0,125
4,40.8522,-73.91014,0,3,127,26
0,40.71214,-73.95837,1,2,0,175
0,40.67849,-74.01178,0,2,59,85
0,40.68517,-73.9666,1,5,0,179
0,40.67265,-73.94674,0,1,0,75
0,40.7128,-73.9605,0,5,0,76
1,40.73911,-74.00047,1,30,280,225
1,40.83342,-73.94949,0,1,0,40
1,40.76053,-73.96181,1,2,0,110
1,40.78328,-73.95695,1,30,311,117
2,40.77872,-73.91396,1,1,0,78
1,40.76268,-73.99235,1,3,263,800
0,40.73164,-73.95323,1,1,1,65
1,40.78592,-73.97447,1,1,175,105
0,40.69669,-73.92785,0,1,0,45
2,40.74561,-73.87344,0,1,164,34
1,40.82776,-73.94701,1,3,0,90
0,40.68583,-73.95677,0,3,0,65
2,40.74518,-73.91704,1,30,338,150
1,40.76257,-73.98603,1,3,0,160
1,40.74962,-73.97431,1,30,337,250
1,40.76955,-73.95002,1,1,0,106
1,40.84216,-73.94101,1,30,322,95
1,40.76272,-73.96269,0,1,0,69
0,40.68612,-73.94384,1,2,296,145
0,40.68521,-73.95089,1,5,0,75
0,40.67729,-73.87996,1,5,263,70
0,40.7279,-73.94494,1,6,0,225
2,40.74503,-73.87671,0,2,0,43
0,40.62168,-74.03023,1,20,294,121
0,40.70553,-73.94203,0,1,0,50
1,40.73072,-73.99174,1,3,57,198
0,40.6703,-73.94209,0,2,352,109
1,40.74069,-74.00069,1,30,292,199
4,40.8883,-73.91665,1,2,267,150
0,40.66759,-73.95187,0,3,0,49
1,40.76528,-73.98175,1,30,351,239
0,40.68224,-73.97785,1,1,0,100
1,40.76554,-73.98289,1,30,352,239
1,40.76537,-73.98332,1,30,352,239
0,40.71214,-73.96866,1,3,0,170
1,40.76573,-73.98295,1,30,352,239
0,40.71135,-73.94435,0,1,0,80
1,40.76497,-73.98201,1,30,351,239
1,40.76526,-73.9817,1,30,352,239
1,40.76685,-73.98363,1,30,352,239
1,40.80229,-73.96719,1,1,0,80
0,40.67909,-73.93222,1,2,145,140
1,40.73638,-73.98453,1,2,0,240
0,40.67543,-73.96312,0,5,0,60
1,40.78466,-73.97276,1,2,231,200
1,40.71127,-73.99838,1,2,0,159
0,40.73203,-73.95263,1,1,0,65
1,40.74418,-73.97565,0,3,0,70
1,40.76647,-73.9829,1,30,345,369
1,40.77961,-73.98441,0,3,365,120
1,40.76484,-73.98326,1,30,348,239
1,40.73273,-73.98667,0,1,81,125
0,40.68813,-73.95773,1,3,0,200
1,40.79741,-73.93884,0,29,0,50
1,40.8245,-73.94264,1,150,331,120
1,40.73477,-73.98069,2,1,0,100
0,40.70843,-73.96924,0,1,0,80
1,40.71869,-73.99141,1,1,0,140
0,40.6423,-74.01275,1,2,360,105
0,40.66676,-73.92957,0,3,365,49
0,40.6789,-74.00117,1,4,333,180
1,40.72659,-73.97848,0,1,0,70
1,40.72296,-73.98322,1,1,287,450
0,40.66734,-73.94232,0,2,0,44
0,40.66801,-73.98773,0,1,269,89
0,40.68268,-73.99687,1,2,87,172
1,40.74391,-73.99582,1,1,0,350
1,40.81942,-73.94264,0,1,365,68
1,40.79796,-73.93921,0,32,39,52
2,40.72526,-73.85973,0,2,89,70
0,40.57804,-74.01024,1,1,0,223
0,40.57857,-74.01012,0,1,0,71
0,40.57774,-74.01022,0,1,0,97
1,40.79663,-73.94893,0,1,0,75
1,40.75857,-73.98942,0,2,0,65
0,40.70922,-73.95232,0,1,0,64
0,40.70766,-73.95216,0,2,268,59
0,40.66633,-73.93507,0,3,0,100
0,40.69305,-73.90825,0,2,364,60
2,40.70911,-73.8296,0,9,276,73
2,40.70764,-73.83116,1,9,273,219
1,40.73426,-73.99476,1,3,164,999
1,40.73844,-73.99262,0,60,0,150
2,40.74485,-73.87552,0,1,174,52
0,40.66505,-73.95213,1,2,0,90
1,40.79982,-73.96192,1,2,220,150
1,40.77713,-73.97758,1,1,223,325
1,40.84915,-73.93317,1,5,121,170
2,40.72153,-73.88753,1,3,311,79
0,40.69619,-73.96944,0,1,179,175
1,40.78807,-73.97406,0,1,0,75
0,40.67292,-73.94033,1,3,208,120
1,40.81574,-73.94871,0,1,204,72
0,40.66099,-73.96083,1,1,0,80
1,40.78115,-73.9466,1,4,0,175
1,40.8097,-73.94256,1,5,0,125
1,40.75827,-73.98825,0,5,365,200
1,40.72399,-73.99109,1,4,349,1000
0,40.68464,-73.95002,0,4,0,45
1,40.74507,-73.99452,1,7,0,175
0,40.62462,-73.95508,0,2,365,89
4,40.8098,-73.92149,0,10,358,500
1,40.85496,-73.93406,1,2,0,84
1,40.78784,-73.94998,1,5,326,149
0,40.69764,-73.94929,1,3,0,110
0,40.6826,-73.90411,0,6,298,40
0,40.68685,-74.00112,1,2,0,98
1,40.7771,-73.97729,1,3,318,160
1,40.71171,-73.98871,2,14,341,32
1,40.80031,-73.95847,1,2,0,380
0,40.67298,-73.95561,0,7,157,35
0,40.69011,-73.96656,0,2,0,100
1,40.76571,-73.98312,1,30,352,239
0,40.69363,-73.95084,0,1,0,51
1,40.72716,-73.98264,1,4,0,200
1,40.76626,-73.98342,1,30,133,129
1,40.76536,-73.98199,1,30,351,239
1,40.77924,-73.94924,1,1,0,140
1,40.76642,-73.98326,1,30,364,239
1,40.72966,-73.98476,0,1,0,56
1,40.76567,-73.98308,1,30,352,239
1,40.76666,-73.98306,1,30,352,239
1,40.76511,-73.98345,1,30,352,239
0,40.67834,-73.96685,0,180,0,37
0,40.70045,-73.91673,0,2,0,91
1,40.75547,-73.99501,1,5,0,170
0,40.69106,-73.96529,1,12,365,169
1,40.77433,-73.94854,0,11,0,35
0,40.67833,-73.9629,1,3,0,180
0,40.69168,-73.95795,0,4,0,55
1,40.76545,-73.98156,1,30,351,239
1,40.76678,-73.98336,1,30,352,239
1,40.74491,-73.99536,0,1,0,175
0,40.6805,-73.94612,1,3,0,67
1,40.7663,-73.98359,1,30,165,239
1,40.8131,-73.96074,0,2,0,65
1,40.78342,-73.97312,1,30,127,125
0,40.71697,-73.96204,1,1,239,200
0,40.60655,-73.952,1,5,1,81
1,40.76156,-73.99127,1,3,246,325
1,40.75237,-73.98769,1,1,323,333
1,40.7137,-73.99638,0,1,0,90
1,40.75915,-73.99932,1,2,48,245
0,40.69993,-73.92504,0,2,358,90
1,40.7442,-73.98748,1,2,58,999
2,40.76856,-73.92591,1,1,0,165
1,40.79565,-73.96584,1,30,311,400
1,40.705,-74.00682,1,30,336,160
0,40.68592,-73.9398,1,3,0,75
1,40.73974,-74.00069,1,1,0,206
1,40.82119,-73.95556,0,1,0,70
0,40.7139,-73.95615,0,1,0,65
0,40.68823,-73.93367,1,2,182,126
0,40.67458,-73.94214,0,10,0,40
1,40.76506,-73.98236,1,30,352,239
0,40.68158,-73.95798,1,31,0,129
0,40.64319,-73.96729,1,1,0,92
1,40.80726,-73.95178,0,5,39,82
1,40.76657,-73.98201,1,30,345,369
1,40.76537,-73.98298,1,30,345,369
1,40.74749,-73.98873,1,1,213,99
0,40.71334,-73.96056,0,1,0,78
0,40.67988,-73.92687,0,1,0,44
1,40.7672,-73.9695,1,3,0,160
1,40.73949,-73.99801,1,4,217,220
4,40.80903,-73.92143,1,3,185,125
1,40.74939,-73.98292,1,30,227,99
1,40.77117,-73.95851,1,7,0,75
1,40.7889,-73.9729,1,5,9,300
1,40.78216,-73.9835,1,1,7,140
1,40.79546,-73.96452,0,3,0,98
1,40.86399,-73.92321,0,3,320,99
1,40.7035,-74.00713,1,30,332,178
2,40.76703,-73.9166,0,1,0,59
0,40.69055,-73.92071,1,1,36,75
2,40.57941,-73.84844,0,1,364,225
1,40.826,-73.94314,0,2,0,60
1,40.73552,-74.00615,1,1,0,268
0,40.68124,-73.99601,1,7,0,300
1,40.73375,-73.98704,1,3,0,177
4,40.81928,-73.90933,0,2,249,60
1,40.71251,-73.9889,0,3,0,60
4,40.81725,-73.90929,0,2,280,55
4,40.81911,-73.90939,0,2,171,60
0,40.67593,-73.94291,1,1,359,135
0,40.61645,-74.03108,0,23,0,43
1,40.74771,-73.98727,1,1,230,139
1,40.76735,-73.98578,1,2,0,100
0,40.65206,-73.96149,0,4,7,100
2,40.70009,-73.90505,0,1,1,40
1,40.82127,-73.95669,0,1,0,55
1,40.70433,-74.00782,1,2,0,175
0,40.71265,-73.96574,1,2,76,300
1,40.80422,-73.95495,0,1,0,45
0,40.68099,-73.96343,1,2,69,144
0,40.67409,-73.92607,0,2,39,60
1,40.80237,-73.9437,0,1,365,250
0,40.67564,-73.95449,0,4,0,45
1,40.72772,-73.97978,0,1,0,80
1,40.79226,-73.97299,1,30,317,136
1,40.72592,-73.99026,1,2,0,149
1,40.79636,-73.94342,0,5,271,89
1,40.72827,-73.9863,0,3,292,110
1,40.73971,-73.99829,0,3,104,179
2,40.76452,-73.92804,2,2,365,500
0,40.69574,-73.9515,1,4,0,150
2,40.70719,-73.91414,1,6,55,175
0,40.68202,-73.88943,1,1,258,79
0,40.69315,-73.96412,1,3,0,117
0,40.71707,-73.95859,1,5,0,91
1,40.79902,-73.96043,0,2,0,65
1,40.76593,-73.9812,1,3,0,500
1,40.74971,-73.99533,0,1,321,85
1,40.74545,-73.98113,1,29,143,150
2,40.70724,-73.91228,0,2,245,80
1,40.78942,-73.96768,1,5,0,200
0,40.67989,-73.91817,1,2,160,325
1,40.7674,-73.95559,0,1,0,95
1,40.73185,-73.98431,0,1,0,100
1,40.78864,-73.97452,2,2,76,85
0,40.68459,-73.96499,1,5,0,115
1,40.71279,-73.99445,1,1,4,111
1,40.7823,-73.98081,0,1,0,84
0,40.72099,-73.94566,0,3,0,75
1,40.80807,-73.94868,0,12,0,95
0,40.66714,-73.95819,1,2,0,110
0,40.72599,-73.94434,0,4,0,50
0,40.69619,-73.99296,0,1,0,115
1,40.74369,-73.99571,1,2,0,225
0,40.69021,-73.91019,0,3,83,80
0,40.6848,-73.93471,0,1,342,110
0,40.68762,-73.95604,0,7,0,49
1,40.7961,-73.963,0,1,188,90
2,40.58734,-73.79971,1,3,318,299
1,40.79981,-73.96097,0,1,0,60
1,40.70538,-74.00664,1,30,311,175
1,40.79073,-73.94669,1,2,3,115
0,40.69438,-73.94726,0,4,0,45
0,40.69188,-73.94742,0,1,0,57
1,40.71532,-73.99343,1,3,0,120
0,40.69453,-73.99423,1,1,0,409
2,40.67112,-73.73529,1,40,365,350
2,40.58859,-73.7938,0,1,361,95
0,40.68022,-73.92673,0,1,0,49
1,40.78821,-73.94927,1,1,0,155
0,40.68264,-73.94238,1,4,285,265
0,40.64062,-73.94733,1,2,279,215
2,40.70707,-73.91384,0,2,268,120
0,40.68979,-73.94299,0,2,319,54
0,40.6886,-73.94153,0,2,319,79
1,40.78173,-73.94621,0,1,0,185
1,40.85264,-73.92976,1,5,4,60
2,40.59491,-73.78851,1,1,352,750
1,40.76676,-73.95753,1,1,0,160
1,40.72837,-73.99952,1,1,2,210
0,40.70751,-73.95441,0,1,0,80
0,40.68882,-73.95969,1,5,0,85
0,40.68445,-73.92142,1,2,0,99
1,40.72637,-73.97682,1,2,0,200
0,40.71394,-73.94995,0,1,282,84
0,40.64528,-73.97621,1,4,20,105
0,40.70952,-73.95567,0,2,0,150
2,40.58341,-73.8165,0,2,0,88
1,40.77631,-73.9556,0,1,0,65
0,40.68696,-73.95094,1,1,0,110
1,40.77619,-73.95106,1,2,0,140
0,40.66877,-73.93318,0,3,0,50
0,40.7193,-73.95731,1,2,0,175
3,40.50708,-74.24285,0,2,365,100
0,40.69706,-73.97422,0,4,0,50
2,40.74979,-73.82911,0,5,141,60
0,40.70307,-73.91765,0,3,0,51
0,40.70611,-73.93966,0,5,0,55
0,40.70265,-73.91701,0,1,0,85
0,40.66946,-73.95306,0,2,346,60
1,40.77116,-73.98796,1,2,0,143
1,40.71877,-73.98913,1,5,282,85
2,40.74594,-73.91727,1,2,128,110
1,40.76686,-73.98198,1,30,345,449
1,40.83086,-73.94478,0,1,0,35
1,40.76539,-73.98348,1,30,345,369
1,40.80514,-73.96349,0,8,0,70
0,40.68081,-73.98945,1,2,292,295
1,40.7992,-73.96792,1,120,34,110
1,40.77685,-73.95727,0,1,0,65
1,40.76322,-73.99005,1,30,159,109
0,40.63877,-74.01993,0,1,0,35
0,40.6881,-73.96281,0,1,0,50
0,40.70244,-73.94421,0,1,357,44
1,40.72705,-73.98787,1,2,307,275
1,40.72553,-73.98831,0,2,307,110
0,40.70845,-73.96742,1,1,0,120
0,40.68645,-73.96691,0,7,0,50
0,40.6733,-73.91235,1,3,260,87
1,40.83498,-73.94801,0,1,0,78
1,40.8528,-73.94114,0,2,0,49
1,40.72232,-73.99433,0,7,0,109
1,40.78771,-73.94197,0,1,0,65
1,40.71909,-73.98473,0,1,274,150
1,40.75001,-73.97739,1,1,255,225
1,40.784,-73.97148,1,1,0,100
1,40.82033,-73.94358,1,1,339,125
1,40.72838,-73.98539,1,4,0,115
0,40.69897,-73.92705,0,1,0,62
0,40.69177,-73.92509,0,7,0,50
1,40.72795,-73.98567,1,2,0,200
2,40.59413,-73.78991,1,1,352,225
1,40.74205,-73.97828,1,30,281,159
1,40.76237,-73.98285,1,28,331,150
0,40.69414,-73.92877,0,2,0,29
0,40.68091,-73.94392,1,1,359,150
0,40.70062,-73.92785,0,2,0,80
0,40.63456,-74.02483,0,1,337,35
1,40.77346,-73.9559,1,7,294,250
1,40.77441,-73.95815,1,1,0,160
1,40.72231,-73.99069,1,30,0,175
0,40.70528,-73.92938,1,2,330,150
2,40.75888,-73.9312,1,2,0,165
0,40.73675,-73.95382,1,3,0,150
0,40.70454,-73.9299,1,2,317,159
0,40.65031,-74.00176,1,2,278,140
0,40.71791,-73.94646,1,3,0,159
1,40.83294,-73.94167,0,7,311,77
0,40.70755,-73.95117,0,3,0,49
0,40.67692,-73.98339,0,1,281,55
0,40.67719,-73.98142,0,1,352,50
1,40.83471,-73.94288,1,1,309,359
0,40.69445,-73.94459,0,3,0,50
0,40.66158,-73.95999,1,1,0,40
1,40.75314,-73.97367,1,2,0,219
0,40.6679,-73.98703,1,4,83,189
1,40.71849,-73.98334,1,5,0,140
2,40.72163,-73.90612,1,30,325,96
0,40.68469,-73.98603,1,180,365,300
2,40.74838,-73.88767,0,1,301,125
0,40.6403,-73.94959,0,3,364,150
0,40.68615,-73.87646,0,3,90,60
1,40.77992,-73.98046,0,4,0,99
0,40.68577,-73.8777,0,3,90,60
1,40.7363,-73.98691,1,2,0,198
1,40.76149,-73.99159,1,6,247,350
0,40.66977,-73.98042,1,14,275,85
1,40.76446,-73.99175,0,3,0,80
0,40.71278,-73.949,1,2,0,80
1,40.7918,-73.97413,1,30,311,135
0,40.65722,-73.9793,1,1,246,61
0,40.69084,-73.90314,0,3,0,45
0,40.70376,-73.92718,0,3,249,70
1,40.80513,-73.95445,0,1,0,60
1,40.80713,-73.9542,0,2,0,75
0,40.73334,-73.95607,1,2,0,165
0,40.73708,-73.95454,1,10,21,112
1,40.82039,-73.94147,0,1,365,69
0,40.60016,-73.95393,0,3,360,39
1,40.75489,-73.9666,1,4,242,239
1,40.72591,-73.98,1,2,0,150
1,40.77398,-73.94607,0,31,0,42
1,40.73064,-73.99937,1,7,0,195
1,40.72228,-73.98409,1,4,0,194
0,40.67941,-73.9535,0,2,0,75
0,40.68233,-73.99373,1,2,16,130
1,40.74419,-73.99861,1,3,222,165
1,40.80464,-73.96418,0,3,0,70
1,40.72387,-73.98939,1,2,0,200
0,40.71378,-73.93762,0,15,0,40
0,40.71172,-73.9417,1,2,4,205
0,40.69324,-73.94656,0,4,89,45
1,40.76016,-73.9691,1,2,154,139
1,40.83326,-73.94215,1,1,318,339
0,40.65775,-73.90486,1,14,291,49
1,40.78495,-73.9731,1,4,118,190
0,40.731,-73.9548,1,365,365,450
0,40.64345,-73.98015,0,1,0,45
0,40.71926,-73.94206,1,2,174,199
0,40.68378,-74.00046,1,2,0,55
0,40.68042,-73.91811,0,13,297,33
0,40.71102,-73.9689,1,4,0,149
0,40.70928,-73.95286,0,1,0,80
0,40.6921,-73.97279,1,3,0,120
0,40.71806,-73.95775,0,1,0,73
1,40.72138,-74.00767,1,4,89,2500
0,40.67068,-73.94084,0,3,0,44
1,40.83549,-73.94729,1,3,0,105
1,40.78993,-73.94718,0,1,0,70
1,40.76116,-73.99016,0,2,0,120
0,40.65402,-73.96073,0,3,345,57
2,40.76202,-73.91467,1,1,0,120
1,40.74566,-73.9834,0,4,164,100
1,40.7411,-73.99024,1,5,314,525
0,40.71635,-73.95746,0,3,0,100
0,40.71811,-73.95793,0,3,0,75
0,40.60754,-73.95297,1,1,0,45
0,40.6879,-73.91767,0,1,0,65
0,40.67522,-73.98063,1,1,264,132
1,40.80882,-73.94654,1,5,0,350
2,40.74849,-73.82914,0,7,171,50
1,40.79711,-73.93647,0,3,0,60
4,40.83648,-73.85812,0,1,336,59
1,40.72803,-73.98853,0,1,0,80
4,40.86323,-73.84638,1,2,342,450
0,40.70496,-73.93024,0,3,133,45
1,40.83543,-73.94456,1,1,318,359
1,40.74553,-73.99784,0,1,0,200
1,40.79772,-73.9626,1,3,0,120
1,40.77667,-73.95463,1,2,0,140
0,40.63129,-73.96611,1,3,27,436
1,40.74045,-73.99824,1,3,0,249
1,40.75761,-73.96217,1,1,0,300
0,40.68075,-73.91099,1,30,312,140
0,40.71592,-73.96265,1,5,290,170
0,40.71671,-73.94989,1,2,0,200
0,40.70661,-73.93642,0,1,0,60
1,40.71703,-73.99338,0,3,364,94
1,40.78039,-73.98426,1,1,0,399
0,40.69969,-73.91896,0,1,0,45
0,40.67708,-73.89236,0,3,0,60
2,40.73976,-73.8954,0,3,256,169
1,40.72444,-73.98136,0,3,0,80
0,40.69537,-73.93494,0,1,22,55
1,40.79505,-73.94361,1,2,341,220
0,40.6235,-73.91056,1,4,322,235
0,40.68809,-73.96027,1,3,0,125
2,40.7619,-73.91985,0,1,0,66
1,40.70873,-74.00601,0,1,0,80
2,40.5978,-73.75296,0,30,354,40
2,40.76625,-73.91448,0,2,0,57
0,40.66882,-73.9404,0,2,268,48
1,40.72376,-73.97975,1,20,0,99
2,40.66952,-73.74624,0,2,173,40
1,40.79839,-73.96804,1,90,90,250
1,40.72421,-73.99041,0,1,90,180
1,40.76769,-73.9585,1,2,0,115
0,40.71065,-73.95115,0,2,249,104
0,40.71742,-73.95777,1,4,6,325
1,40.75322,-73.97321,1,2,0,299
0,40.69443,-73.94316,0,1,0,40
1,40.78755,-73.95493,0,1,198,89
1,40.76302,-73.99416,1,30,244,100
2,40.70085,-73.81284,1,1,62,59
1,40.70799,-74.00977,1,3,335,300
1,40.73365,-73.98481,0,1,0,65
1,40.87133,-73.91562,0,2,310,50
1,40.71894,-73.98738,1,1,0,120
1,40.71257,-73.98671,0,1,0,125
0,40.70851,-73.95443,0,4,66,80
1,40.79749,-73.96307,0,7,0,56
1,40.76038,-73.98781,1,7,235,219
1,40.768,-73.98557,1,1,0,197
0,40.69294,-73.92287,1,4,48,260
1,40.73922,-73.98886,1,14,0,115
4,40.83703,-73.85648,0,2,150,75
0,40.67529,-73.93671,0,1,0,66
2,40.77479,-73.93546,0,1,364,75
1,40.7244,-74.00681,1,2,0,500
2,40.70918,-73.90089,1,1,77,215
1,40.80967,-73.95295,1,2,280,175
1,40.76058,-73.99603,1,7,111,140
0,40.69449,-73.98367,0,1,0,80
1,40.75228,-73.97337,0,5,0,359
0,40.7121,-73.96156,0,1,0,80
0,40.67086,-73.97847,0,1,0,935
2,40.76869,-73.91966,1,7,0,120
4,40.81384,-73.90514,1,5,0,85
0,40.66248,-73.99667,1,2,0,100
0,40.66753,-73.95099,0,5,0,64
1,40.7192,-73.98431,0,2,0,75
1,40.78898,-73.95478,0,1,0,62
1,40.76347,-73.99296,1,30,246,96
1,40.74462,-73.97746,1,3,0,350
1,40.7673,-73.9594,1,1,0,100
0,40.64933,-73.96478,1,5,0,290
1,40.82088,-73.95628,0,2,0,50
1,40.76657,-73.98207,1,2,0,150
1,40.76535,-73.98874,0,4,188,81
2,40.76555,-73.91458,0,2,89,70
0,40.68761,-73.95979,0,2,0,70
1,40.72522,-73.98114,0,3,0,150
0,40.70965,-73.95675,1,4,0,95
0,40.67634,-73.96177,1,1,188,150
0,40.68702,-73.97506,1,2,251,169
0,40.67893,-73.89423,0,1,0,25
1,40.74047,-73.98932,1,1,0,154
1,40.76507,-73.98393,1,5,0,140
1,40.82616,-73.94023,1,2,0,130
0,40.68607,-73.91761,0,2,365,60
1,40.73475,-74.0044,1,3,0,250
0,40.71019,-73.95439,0,3,0,55
0,40.68834,-73.98601,0,1,0,150
0,40.69336,-73.9213,0,2,0,45
0,40.66482,-73.99609,1,1,340,199
1,40.80507,-73.96465,1,4,0,290
1,40.78054,-73.97779,1,2,0,85
1,40.76306,-73.99257,1,30,332,150
0,40.6736,-73.92612,1,2,33,60
0,40.6872,-73.95231,1,5,82,170
2,40.75302,-73.8797,0,1,0,47
0,40.66113,-73.94542,0,2,88,55
1,40.71472,-73.99081,1,2,14,195
1,40.79456,-73.94345,1,2,73,186
1,40.82579,-73.94324,1,1,0,99
1,40.76304,-73.99166,1,1,0,155
0,40.66768,-73.98425,0,3,308,60
0,40.68474,-73.98862,0,1,0,100
1,40.7992,-73.97158,1,5,44,500
0,40.68521,-73.97131,1,2,319,150
1,40.74893,-73.97037,1,1,0,175
1,40.76386,-73.99707,1,4,145,148
1,40.80057,-73.9556,0,3,80,130
1,40.72414,-73.9801,0,2,0,80
1,40.77775,-73.98169,1,2,0,150
0,40.71774,-73.95466,1,2,0,285
1,40.7133,-73.9956,0,3,0,70
1,40.77504,-73.9896,1,1,0,150
0,40.67631,-73.96635,1,30,61,155
1,40.72952,-73.98214,0,1,0,82
1,40.77835,-73.97655,1,3,0,200
0,40.69687,-73.93542,0,1,0,60
1,40.73631,-73.98525,0,7,0,150
1,40.7493,-73.9794,0,1,155,159
1,40.84659,-73.93252,0,5,0,38
1,40.72804,-73.98867,1,5,2,155
0,40.71173,-73.96646,1,4,222,184
2,40.76564,-73.82043,0,1,86,65
1,40.7842,-73.95105,1,1,0,150
0,40.6613,-73.96193,0,1,0,50
0,40.68361,-73.93845,0,2,0,60
1,40.76093,-73.99014,0,5,0,100
2,40.75069,-73.89476,0,2,307,60
1,40.80302,-73.96511,1,10,0,110
0,40.72619,-73.95563,0,3,0,50
1,40.7659,-73.98211,1,1,0,325
1,40.73372,-73.99834,1,3,18,225
1,40.75914,-73.96591,1,29,165,190
0,40.7369,-73.95288,1,4,0,119
1,40.78475,-73.9717,1,30,137,650
4,40.86947,-73.85993,1,2,86,104
1,40.7164,-73.99743,1,30,0,175
0,40.712,-73.94609,0,1,0,190
1,40.8015,-73.96605,0,3,0,40
0,40.667,-73.99233,1,1,48,100
0,40.67908,-73.97333,0,1,0,75
1,40.78406,-73.98431,1,1,0,125
1,40.71941,-73.99706,0,5,160,85
0,40.72191,-73.94405,0,1,0,60
1,40.81614,-73.94429,0,6,296,90
1,40.78461,-73.97787,0,30,185,53
0,40.6851,-73.94793,0,3,0,50
1,40.78809,-73.95333,0,1,0,45
1,40.79904,-73.96045,0,4,125,110
0,40.66127,-73.99154,1,7,11,200
1,40.73046,-73.99562,1,1,0,6000
2,40.7003,-73.89983,0,2,0,70
1,40.72626,-73.9894,1,4,0,199
2,40.71915,-73.84397,0,2,333,65
0,40.71513,-73.94848,0,2,9,95
0,40.69531,-73.98306,0,5,0,80
1,40.79433,-73.96518,1,30,337,200
1,40.72981,-74.00348,1,6,339,274
0,40.69758,-73.93493,0,2,202,50
0,40.67947,-73.96466,0,2,83,105
1,40.81498,-73.95078,0,20,0,45
1,40.76148,-73.99489,0,1,0,350
1,40.78093,-73.95175,0,1,90,350
1,40.7493,-73.98132,1,30,210,180
1,40.76231,-73.9952,1,4,218,225
2,40.74706,-73.92076,1,1,0,100
0,40.71183,-73.94918,0,1,0,1300
1,40.83271,-73.94007,0,1,332,55
0,40.69175,-73.95554,1,7,0,70
0,40.71486,-73.94826,0,60,0,50
0,40.67045,-73.95895,0,1,0,67
1,40.76589,-73.98068,1,2,0,150
1,40.70592,-74.00928,0,3,0,35
0,40.71353,-73.95261,0,2,6,90
1,40.82356,-73.95457,0,5,0,53
1,40.76253,-73.98939,1,2,0,300
0,40.69756,-73.93893,1,21,0,80
1,40.75207,-73.97351,1,2,0,299
0,40.69452,-73.92807,0,1,0,41
0,40.68288,-73.93526,0,2,0,50
2,40.70005,-73.8952,1,1,0,70
1,40.82302,-73.94477,1,1,365,500
1,40.74137,-74.00399,1,4,279,185
1,40.75709,-73.96327,0,3,278,98
1,40.76532,-73.9615,1,4,237,399
1,40.79865,-73.96419,1,4,0,170
1,40.70666,-74.00529,0,1,0,80
1,40.80276,-73.94976,1,28,310,376
4,40.89118,-73.84987,1,3,2,99
1,40.75756,-73.99318,1,1,0,200
0,40.69065,-73.93708,1,5,0,91
0,40.68459,-73.94993,1,1,0,60
1,40.72997,-73.98009,0,3,240,60
0,40.70076,-73.92371,0,1,0,50
1,40.73764,-74.00146,1,2,0,250
1,40.73432,-73.9972,1,2,8,209
0,40.66383,-73.98252,0,1,0,65
2,40.7704,-73.91701,0,2,0,48
1,40.80015,-73.93764,0,1,98,60
3,40.62349,-74.07596,1,1,298,165
1,40.755,-73.96671,1,5,152,218
1,40.73326,-74.00186,1,1,0,160
1,40.78434,-73.97867,1,2,51,200
0,40.71468,-73.95841,0,2,0,53
0,40.68601,-73.91167,0,3,23,65
0,40.66872,-73.98906,1,3,125,280
0,40.68374,-73.96719,0,1,310,60
0,40.65785,-73.96068,1,1,357,800
2,40.72635,-73.80237,1,1,7,99
1,40.7998,-73.96098,1,30,189,120
1,40.82471,-73.94332,0,4,156,70
1,40.79895,-73.95949,1,30,209,235
1,40.7986,-73.96229,1,30,199,275
2,40.76494,-73.92752,0,4,242,86
1,40.78305,-73.95381,2,1,0,49
1,40.80118,-73.94513,0,3,240,85
2,40.76465,-73.92625,1,1,0,125
1,40.80073,-73.94465,0,3,228,85
0,40.67426,-73.93968,1,2,0,70
0,40.68601,-73.91772,0,2,363,60
0,40.69221,-73.93823,0,20,2,50
1,40.75369,-73.96632,1,5,185,218
1,40.7888,-73.94247,1,30,330,135
0,40.66223,-73.95955,0,2,0,120
2,40.76188,-73.91766,0,3,0,55
0,40.68672,-73.97555,1,2,0,150
0,40.63568,-73.97383,1,2,362,75
1,40.81251,-73.95412,0,7,0,43
1,40.76192,-73.98817,1,2,1,115
2,40.74431,-73.92024,0,2,101,60
0,40.67776,-73.9743,1,4,1,160
1,40.81027,-73.9408,2,4,131,39
1,40.82458,-73.95175,0,3,0,45
0,40.64966,-73.96459,0,3,0,45
1,40.82859,-73.9497,0,1,0,25
0,40.69285,-73.92703,0,12,0,65
1,40.80854,-73.94305,1,7,0,125
2,40.75123,-73.87993,0,1,0,67
0,40.68634,-73.94414,0,3,0,52
1,40.71412,-73.98984,1,6,12,110
0,40.69508,-73.95952,1,4,73,177
2,40.70595,-73.90871,0,5,0,25
0,40.67466,-73.97711,1,3,0,175
0,40.66271,-73.98818,1,3,259,150
0,40.71586,-73.94859,0,7,0,75
0,40.65447,-73.96122,0,1,188,41
